causa_de_muerte;sexo;periodo;muertes;poblacion;tasa_mortalidad;causa_muerte_categoría
086-089 XVIII.Síntomas, signos y hallazgos anormales clínicos y de laboratorio, no clasificados en otra parte;Mujeres;1985;8067;2708744;297.81;XVIII. Otros síntomas
086-089 XVIII.Síntomas, signos y hallazgos anormales clínicos y de laboratorio, no clasificados en otra parte;Mujeres;1986;7448;2774358;268.46;XVIII. Otros síntomas
086-089 XVIII.Síntomas, signos y hallazgos anormales clínicos y de laboratorio, no clasificados en otra parte;Mujeres;1987;5904;2838657;207.99;XVIII. Otros síntomas
086-089 XVIII.Síntomas, signos y hallazgos anormales clínicos y de laboratorio, no clasificados en otra parte;Mujeres;1988;6121;2922024;209.48;XVIII. Otros síntomas
086-089 XVIII.Síntomas, signos y hallazgos anormales clínicos y de laboratorio, no clasificados en otra parte;Mujeres;1989;5783;2996228;193.01;XVIII. Otros síntomas
086-089 XVIII.Síntomas, signos y hallazgos anormales clínicos y de laboratorio, no clasificados en otra parte;Mujeres;1990;5800;3074174;188.67;XVIII. Otros síntomas
086-089 XVIII.Síntomas, signos y hallazgos anormales clínicos y de laboratorio, no clasificados en otra parte;Mujeres;1991;5263;3150162;167.07;XVIII. Otros síntomas
086-089 XVIII.Síntomas, signos y hallazgos anormales clínicos y de laboratorio, no clasificados en otra parte;Mujeres;1992;4809;3228046;148.98;XVIII. Otros síntomas
086-089 XVIII.Síntomas, signos y hallazgos anormales clínicos y de laboratorio, no clasificados en otra parte;Mujeres;1993;4852;3304288;146.84;XVIII. Otros síntomas
086-089 XVIII.Síntomas, signos y hallazgos anormales clínicos y de laboratorio, no clasificados en otra parte;Mujeres;1994;4237;3387822;125.07;XVIII. Otros síntomas
086-089 XVIII.Síntomas, signos y hallazgos anormales clínicos y de laboratorio, no clasificados en otra parte;Mujeres;1995;4365;3470349;125.78;XVIII. Otros síntomas
086-089 XVIII.Síntomas, signos y hallazgos anormales clínicos y de laboratorio, no clasificados en otra parte;Mujeres;1996;4726;3560364;132.74;XVIII. Otros síntomas
086-089 XVIII.Síntomas, signos y hallazgos anormales clínicos y de laboratorio, no clasificados en otra parte;Mujeres;1997;4381;3640110;120.35;XVIII. Otros síntomas
086-089 XVIII.Síntomas, signos y hallazgos anormales clínicos y de laboratorio, no clasificados en otra parte;Mujeres;1998;4330;3728866;116.12;XVIII. Otros síntomas
086-089 XVIII.Síntomas, signos y hallazgos anormales clínicos y de laboratorio, no clasificados en otra parte;Mujeres;1999;5068;3812216;132.94;XVIII. Otros síntomas
086-089 XVIII.Síntomas, signos y hallazgos anormales clínicos y de laboratorio, no clasificados en otra parte;Mujeres;2000;4979;3881389;128.28;XVIII. Otros síntomas
086-089 XVIII.Síntomas, signos y hallazgos anormales clínicos y de laboratorio, no clasificados en otra parte;Mujeres;2001;5039;3954545;127.42;XVIII. Otros síntomas
086-089 XVIII.Síntomas, signos y hallazgos anormales clínicos y de laboratorio, no clasificados en otra parte;Mujeres;2002;5351;4040546;132.43;XVIII. Otros síntomas
086-089 XVIII.Síntomas, signos y hallazgos anormales clínicos y de laboratorio, no clasificados en otra parte;Mujeres;2003;5910;4102873;144.05;XVIII. Otros síntomas
086-089 XVIII.Síntomas, signos y hallazgos anormales clínicos y de laboratorio, no clasificados en otra parte;Mujeres;2004;5514;4133445;133.4;XVIII. Otros síntomas
086-089 XVIII.Síntomas, signos y hallazgos anormales clínicos y de laboratorio, no clasificados en otra parte;Mujeres;2005;5707;4149317;137.54;XVIII. Otros síntomas
086-089 XVIII.Síntomas, signos y hallazgos anormales clínicos y de laboratorio, no clasificados en otra parte;Mujeres;2006;5302;4230548;125.33;XVIII. Otros síntomas
086-089 XVIII.Síntomas, signos y hallazgos anormales clínicos y de laboratorio, no clasificados en otra parte;Mujeres;2007;5806;4273845;135.85;XVIII. Otros síntomas
086-089 XVIII.Síntomas, signos y hallazgos anormales clínicos y de laboratorio, no clasificados en otra parte;Mujeres;2008;5993;4326531;138.52;XVIII. Otros síntomas
086-089 XVIII.Síntomas, signos y hallazgos anormales clínicos y de laboratorio, no clasificados en otra parte;Mujeres;2009;5251;4405185;119.2;XVIII. Otros síntomas
086-089 XVIII.Síntomas, signos y hallazgos anormales clínicos y de laboratorio, no clasificados en otra parte;Mujeres;2010;4526;4485264;100.91;XVIII. Otros síntomas
086-089 XVIII.Síntomas, signos y hallazgos anormales clínicos y de laboratorio, no clasificados en otra parte;Mujeres;2011;4592;4576443;100.34;XVIII. Otros síntomas
086-089 XVIII.Síntomas, signos y hallazgos anormales clínicos y de laboratorio, no clasificados en otra parte;Mujeres;2012;4482;4652634;96.33;XVIII. Otros síntomas
086-089 XVIII.Síntomas, signos y hallazgos anormales clínicos y de laboratorio, no clasificados en otra parte;Mujeres;2013;4252;4717212;90.14;XVIII. Otros síntomas
086-089 XVIII.Síntomas, signos y hallazgos anormales clínicos y de laboratorio, no clasificados en otra parte;Mujeres;2014;4033;4805632;83.92;XVIII. Otros síntomas
086-089 XVIII.Síntomas, signos y hallazgos anormales clínicos y de laboratorio, no clasificados en otra parte;Mujeres;2015;4395;4880385;90.05;XVIII. Otros síntomas
086-089 XVIII.Síntomas, signos y hallazgos anormales clínicos y de laboratorio, no clasificados en otra parte;Mujeres;2016;3862;4931332;78.32;XVIII. Otros síntomas
086-089 XVIII.Síntomas, signos y hallazgos anormales clínicos y de laboratorio, no clasificados en otra parte;Mujeres;2017;4321;4995025;86.51;XVIII. Otros síntomas
086-089 XVIII.Síntomas, signos y hallazgos anormales clínicos y de laboratorio, no clasificados en otra parte;Mujeres;2018;4790;5063964;94.59;XVIII. Otros síntomas
086-089 XVIII.Síntomas, signos y hallazgos anormales clínicos y de laboratorio, no clasificados en otra parte;Mujeres;2019;4779;5136347;93.04;XVIII. Otros síntomas
086-089 XVIII.Síntomas, signos y hallazgos anormales clínicos y de laboratorio, no clasificados en otra parte;Mujeres;2020;4925;5219522;94.36;XVIII. Otros síntomas
086-089 XVIII.Síntomas, signos y hallazgos anormales clínicos y de laboratorio, no clasificados en otra parte;Mujeres;2021;4929;5272727;93.48;XVIII. Otros síntomas
086-089 XVIII.Síntomas, signos y hallazgos anormales clínicos y de laboratorio, no clasificados en otra parte;Mujeres;2022;5412;5363899;100.9;XVIII. Otros síntomas
086-089 XVIII.Síntomas, signos y hallazgos anormales clínicos y de laboratorio, no clasificados en otra parte;Mujeres;2023;5538;5610155;98.71;XVIII. Otros síntomas
090-102 XX.Causas externas de mortalidad;Hombres;1980;2280;1684490;135.35;XX. Causas externas
090-102 XX.Causas externas de mortalidad;Hombres;1981;2265;1721573;131.57;XX. Causas externas
090-102 XX.Causas externas de mortalidad;Hombres;1982;2312;1748866;132.2;XX. Causas externas
090-102 XX.Causas externas de mortalidad;Hombres;1983;2541;1777165;142.98;XX. Causas externas
090-102 XX.Causas externas de mortalidad;Hombres;1984;2435;1804686;134.93;XX. Causas externas
090-102 XX.Causas externas de mortalidad;Hombres;1985;2417;1833591;131.82;XX. Causas externas
090-102 XX.Causas externas de mortalidad;Hombres;1986;2629;1879026;139.91;XX. Causas externas
090-102 XX.Causas externas de mortalidad;Hombres;1987;2683;1940681;138.25;XX. Causas externas
090-102 XX.Causas externas de mortalidad;Hombres;1988;2680;2007437;133.5;XX. Causas externas
090-102 XX.Causas externas de mortalidad;Hombres;1989;2948;2072463;142.25;XX. Causas externas
090-102 XX.Causas externas de mortalidad;Hombres;1990;2947;2136519;137.93;XX. Causas externas
090-102 XX.Causas externas de mortalidad;Hombres;1991;2831;2197924;128.8;XX. Causas externas
090-102 XX.Causas externas de mortalidad;Hombres;1992;2752;2264728;121.52;XX. Causas externas
090-102 XX.Causas externas de mortalidad;Hombres;1993;2693;2328741;115.64;XX. Causas externas
090-102 XX.Causas externas de mortalidad;Hombres;1994;2785;2397576;116.16;XX. Causas externas
090-102 XX.Causas externas de mortalidad;Hombres;1995;2987;2466010;121.13;XX. Causas externas
090-102 XX.Causas externas de mortalidad;Hombres;1996;2995;2540147;117.91;XX. Causas externas
090-102 XX.Causas externas de mortalidad;Hombres;1997;3158;2609082;121.04;XX. Causas externas
090-102 XX.Causas externas de mortalidad;Hombres;1998;3223;2683704;120.1;XX. Causas externas
090-102 XX.Causas externas de mortalidad;Hombres;1999;3223;2753555;117.05;XX. Causas externas
090-102 XX.Causas externas de mortalidad;Hombres;2000;3238;2810300;115.22;XX. Causas externas
090-102 XX.Causas externas de mortalidad;Hombres;2001;3227;2872106;112.36;XX. Causas externas
090-102 XX.Causas externas de mortalidad;Hombres;2002;3247;2940001;110.44;XX. Causas externas
090-102 XX.Causas externas de mortalidad;Hombres;2003;3554;2989967;118.86;XX. Causas externas
090-102 XX.Causas externas de mortalidad;Hombres;2004;3837;3013230;127.34;XX. Causas externas
090-102 XX.Causas externas de mortalidad;Hombres;2005;3918;3020568;129.71;XX. Causas externas
090-102 XX.Causas externas de mortalidad;Hombres;2006;3849;3093602;124.42;XX. Causas externas
090-102 XX.Causas externas de mortalidad;Hombres;2007;3795;3133315;121.12;XX. Causas externas
090-102 XX.Causas externas de mortalidad;Hombres;2008;3647;3179764;114.69;XX. Causas externas
090-102 XX.Causas externas de mortalidad;Hombres;2009;3749;3252782;115.26;XX. Causas externas
090-102 XX.Causas externas de mortalidad;Hombres;2010;3748;3325137;112.72;XX. Causas externas
090-102 XX.Causas externas de mortalidad;Hombres;2011;3880;3406554;113.9;XX. Causas externas
090-102 XX.Causas externas de mortalidad;Hombres;2012;3993;3475406;114.89;XX. Causas externas
090-102 XX.Causas externas de mortalidad;Hombres;2013;4190;3535710;118.51;XX. Causas externas
090-102 XX.Causas externas de mortalidad;Hombres;2014;4338;3617044;119.93;XX. Causas externas
090-102 XX.Causas externas de mortalidad;Hombres;2015;4585;3684229;124.45;XX. Causas externas
090-102 XX.Causas externas de mortalidad;Hombres;2016;4778;3732871;128;XX. Causas externas
090-102 XX.Causas externas de mortalidad;Hombres;2017;4834;3789274;127.57;XX. Causas externas
090-102 XX.Causas externas de mortalidad;Hombres;2018;4913;3854490;127.46;XX. Causas externas
090-102 XX.Causas externas de mortalidad;Hombres;2019;5071;3920576;129.34;XX. Causas externas
090-102 XX.Causas externas de mortalidad;Hombres;2020;4906;3991916;122.9;XX. Causas externas
090-102 XX.Causas externas de mortalidad;Hombres;2021;5046;4038757;124.94;XX. Causas externas
090-102 XX.Causas externas de mortalidad;Hombres;2022;5629;4117903;136.7;XX. Causas externas
090-102 XX.Causas externas de mortalidad;Hombres;2023;5507;4298082;128.13;XX. Causas externas
090-102 XX.Causas externas de mortalidad;Mujeres;1980;2163;2443783;88.51;XX. Causas externas
090-102 XX.Causas externas de mortalidad;Mujeres;1981;2168;2507533;86.46;XX. Causas externas
090-102 XX.Causas externas de mortalidad;Mujeres;1982;2297;2558996;89.76;XX. Causas externas
090-102 XX.Causas externas de mortalidad;Mujeres;1983;2490;2610435;95.39;XX. Causas externas
090-102 XX.Causas externas de mortalidad;Mujeres;1984;2029;2661599;76.23;XX. Causas externas
090-102 XX.Causas externas de mortalidad;Mujeres;1985;1679;2708744;61.98;XX. Causas externas
090-102 XX.Causas externas de mortalidad;Mujeres;1986;1771;2774358;63.83;XX. Causas externas
090-102 XX.Causas externas de mortalidad;Mujeres;1987;1855;2838657;65.35;XX. Causas externas
090-102 XX.Causas externas de mortalidad;Mujeres;1988;1930;2922024;66.05;XX. Causas externas
090-102 XX.Causas externas de mortalidad;Mujeres;1989;1976;2996228;65.95;XX. Causas externas
090-102 XX.Causas externas de mortalidad;Mujeres;1990;1988;3074174;64.67;XX. Causas externas
090-102 XX.Causas externas de mortalidad;Mujeres;1991;2079;3150162;66.00;XX. Causas externas
090-102 XX.Causas externas de mortalidad;Mujeres;1992;1879;3228046;58.21;XX. Causas externas
090-102 XX.Causas externas de mortalidad;Mujeres;1993;2029;3304288;61.41;XX. Causas externas
090-102 XX.Causas externas de mortalidad;Mujeres;1994;1996;3387822;58.92;XX. Causas externas
090-102 XX.Causas externas de mortalidad;Mujeres;1995;2187;3470349;63.02;XX. Causas externas
090-102 XX.Causas externas de mortalidad;Mujeres;1996;2319;3560364;65.13;XX. Causas externas
090-102 XX.Causas externas de mortalidad;Mujeres;1997;2287;3640110;62.83;XX. Causas externas
090-102 XX.Causas externas de mortalidad;Mujeres;1998;2449;3728866;65.68;XX. Causas externas
090-102 XX.Causas externas de mortalidad;Mujeres;1999;2450;3812216;64.27;XX. Causas externas
090-102 XX.Causas externas de mortalidad;Mujeres;2000;2266;3881389;58.38;XX. Causas externas
090-102 XX.Causas externas de mortalidad;Mujeres;2001;2384;3954545;60.29;XX. Causas externas
090-102 XX.Causas externas de mortalidad;Mujeres;2002;2433;4040546;60.21;XX. Causas externas
090-102 XX.Causas externas de mortalidad;Mujeres;2003;2675;4102873;65.2;XX. Causas externas
090-102 XX.Causas externas de mortalidad;Mujeres;2004;3079;4133445;74.49;XX. Causas externas
090-102 XX.Causas externas de mortalidad;Mujeres;2005;3303;4149317;79.6;XX. Causas externas
090-102 XX.Causas externas de mortalidad;Mujeres;2006;3148;4230548;74.41;XX. Causas externas
090-102 XX.Causas externas de mortalidad;Mujeres;2007;3183;4273845;74.48;XX. Causas externas
090-102 XX.Causas externas de mortalidad;Mujeres;2008;3080;4326531;71.19;XX. Causas externas
090-102 XX.Causas externas de mortalidad;Mujeres;2009;3180;4405185;72.19;XX. Causas externas
090-102 XX.Causas externas de mortalidad;Mujeres;2010;3339;4485264;74.44;XX. Causas externas
090-102 XX.Causas externas de mortalidad;Mujeres;2011;3717;4576443;81.22;XX. Causas externas
090-102 XX.Causas externas de mortalidad;Mujeres;2012;3555;4652634;76.41;XX. Causas externas
090-102 XX.Causas externas de mortalidad;Mujeres;2013;3952;4717212;83.78;XX. Causas externas
090-102 XX.Causas externas de mortalidad;Mujeres;2014;4029;4805632;83.84;XX. Causas externas
090-102 XX.Causas externas de mortalidad;Mujeres;2015;4314;4880385;88.39;XX. Causas externas
090-102 XX.Causas externas de mortalidad;Mujeres;2016;4443;4931332;90.1;XX. Causas externas
090-102 XX.Causas externas de mortalidad;Mujeres;2017;4397;4995025;88.03;XX. Causas externas
090-102 XX.Causas externas de mortalidad;Mujeres;2018;4430;5063964;87.48;XX. Causas externas
090-102 XX.Causas externas de mortalidad;Mujeres;2019;4476;5136347;87.14;XX. Causas externas
090-102 XX.Causas externas de mortalidad;Mujeres;2020;4319;5219522;82.75;XX. Causas externas
090-102 XX.Causas externas de mortalidad;Mujeres;2021;4563;5272727;86.54;XX. Causas externas
090-102 XX.Causas externas de mortalidad;Mujeres;2022;5102;5363899;95.12;XX. Causas externas
090-102 XX.Causas externas de mortalidad;Mujeres;2023;4846;5610155;86.38;XX. Causas externas
